1541,19,931,45,17,20,46,214,0,151,16
0,1996,668,5,0,25,16,5,0,6,279
6,41,2807,26,4,14,38,8,0,16,40
7,13,898,1801,6,8,200,27,0,28,12
23,16,910,17,1799,56,40,63,0,58,18
5,51,882,5,9,1917,37,8,0,11,75
5,15,671,108,3,8,2134,21,0,23,12
71,8,596,27,17,7,69,1288,839,71,7
51,3,377,31,17,8,63,1265,1089,87,9
85,14,926,44,18,9,71,155,0,1660,18
2,1463,723,7,3,98,20,4,0,7,673
