class,feature,real_mean,synthetic_mean,difference
8PSK,phase_hist_bin_0,0.1294843703508377,0.12401562184095383,-0.005468748509883881
8PSK,phase_hist_bin_1,0.12562499940395355,0.12731249630451202,0.0016874969005584717
8PSK,phase_hist_bin_2,0.12337499856948853,0.12532812356948853,0.001953125
8PSK,phase_hist_bin_3,0.12406250089406967,0.12528124451637268,0.001218743622303009
8PSK,phase_hist_bin_4,0.12070312350988388,0.12349999696016312,0.002796873450279236
8PSK,phase_hist_bin_5,0.12748438119888306,0.12684375047683716,-0.0006406307220458984
8PSK,phase_hist_bin_6,0.12487500160932541,0.12520311772823334,0.00032811611890792847
8PSK,phase_hist_bin_7,0.1243906244635582,0.12251562625169754,-0.0018749982118606567
8PSK,instantaneous_frequency_mean,0.016240591183304787,-0.003915094770491123,-0.02015568595379591
8PSK,instantaneous_frequency_variance,1.49833083152771,2.1978628635406494,0.6995320320129395
8PSK,c40_real,0.004736587405204773,0.019105300307273865,0.014368712902069092
8PSK,c40_imag,-0.00945333857089281,0.006513445172458887,0.015966783743351698
8PSK,c40_magnitude,0.30586662888526917,0.4483881890773773,0.14252156019210815
8PSK,autocorr_lag_1_real,0.5360822081565857,0.4922351539134979,-0.04384705424308777
8PSK,autocorr_lag_1_imag,0.019838480278849602,-0.0005996436811983585,-0.02043812396004796
8PSK,autocorr_lag_1_magnitude,0.5618582367897034,0.5115216970443726,-0.05033653974533081
8PSK,autocorr_lag_2_real,0.4947127103805542,0.4515102505683899,-0.04320245981216431
8PSK,autocorr_lag_2_imag,0.047379832714796066,-0.004019203130155802,-0.05139903584495187
8PSK,autocorr_lag_2_magnitude,0.5213046073913574,0.4755537509918213,-0.04575085639953613
8PSK,autocorr_lag_4_real,0.33890798687934875,0.32131922245025635,-0.017588764429092407
8PSK,autocorr_lag_4_imag,0.07494956254959106,-0.003295125439763069,-0.07824468798935413
8PSK,autocorr_lag_4_magnitude,0.38397741317749023,0.3587992489337921,-0.02517816424369812
8PSK,autocorr_lag_8_real,-0.006822285708039999,0.006586446892470121,0.01340873260051012
8PSK,autocorr_lag_8_imag,0.053194597363471985,-0.004964208230376244,-0.05815880559384823
8PSK,autocorr_lag_8_magnitude,0.1691274791955948,0.19180338084697723,0.022675901651382446
8PSK,autocorr_lag_16_real,0.0015930153895169497,0.014196722768247128,0.012603707378730178
8PSK,autocorr_lag_16_imag,-0.009127277880907059,-0.0025132112205028534,0.006614066660404205
8PSK,autocorr_lag_16_magnitude,0.1560455560684204,0.19369706511497498,0.037651509046554565
QAM16,amplitude_mean,0.0078125,0.7290612459182739,0.7212487459182739
QAM16,amplitude_variance,1.2971131582162343e-05,0.31466177105903625,0.3146487999274541
QAM16,amplitude_kurtosis,-0.2975665330886841,-0.26185187697410583,0.03571465611457825
QAM16,amplitude_peak_to_average_ratio,4.025699615478516,5.425121307373047,1.3994216918945312
QAM16,phase_variance,3.174612522125244,3.1863515377044678,0.011739015579223633
QAM16,phase_difference_mean,0.028309833258390427,0.0024342674296349287,-0.025875565828755498
QAM16,phase_difference_variance,1.2438174486160278,2.250669002532959,1.0068515539169312
QAM16,phase_difference_kurtosis,7.044456481933594,-0.19062210619449615,-7.23507858812809
QAM16,phase_hist_bin_0,0.12215624749660492,0.12678125500679016,0.004625007510185242
QAM16,phase_hist_bin_1,0.12306249886751175,0.1250312477350235,0.0019687488675117493
QAM16,phase_hist_bin_2,0.12457812577486038,0.12465625256299973,7.812678813934326e-05
QAM16,phase_hist_bin_3,0.12514062225818634,0.12125000357627869,-0.003890618681907654
QAM16,phase_hist_bin_4,0.11821874976158142,0.13112500309944153,0.012906253337860107
QAM16,phase_hist_bin_5,0.1326562464237213,0.12659375369548798,-0.006062492728233337
QAM16,phase_hist_bin_6,0.1237812489271164,0.12349999696016312,-0.0002812519669532776
QAM16,phase_hist_bin_7,0.1304062455892563,0.1210625022649765,-0.009343743324279785
