1368,37,910,46,98,31,37,121,138,181,33
7,1818,654,8,7,45,6,3,1,8,443
16,77,2724,21,12,35,22,14,4,24,51
28,29,888,1659,52,30,168,38,38,48,22
41,34,853,25,1754,87,45,31,39,51,40
11,70,833,21,38,1870,13,7,3,20,114
17,29,665,137,41,27,1976,28,26,31,23
140,29,581,35,87,30,49,1051,914,71,13
94,13,372,32,88,27,37,757,1468,95,17
199,36,907,43,103,37,44,83,99,1424,25
7,1125,681,12,12,131,7,2,0,5,1018
